preflop,flop,turn,river,total
"(0.12, 0.12)","(0.18, 0.3)","(0.2, 0.5)","(0.5, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0375, 0.06)","(0.215, 0.275)",0.275
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1555, 0.178)","(0.822, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.0175, 0.037500000000000006)","(0.03, 0.0675)",0.0675
"(0.02, 0.02)","(0.0, 0.02)","(0.0175, 0.037500000000000006)","(0.105, 0.14250000000000002)",0.14250000000000002
"(0.11, 0.11)","(0.89, 1.0)","(0, 1.0)","(0, 1.0)",1.0
"(0.12, 0.12)","(0.0, 0.12)","(0.12, 0.24)","(0.0, 0.24)",0.24
"(0.1, 0.1)","(0.16, 0.26)","(0, 0.26)","(0, 0.26)",0.26
"(0.02, 0.02)","(0.01, 0.03)","(0.01, 0.04)","(0, 0.04)",0.04
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.01, 0.02)",0.02
"(0.02, 0.02)","(0.0112, 0.0312)","(0.0, 0.0312)","(0.0385, 0.0697)",0.0697
"(0.11, 0.11)","(0.12, 0.22999999999999998)","(0.12, 0.35)","(0.65, 1.0)",1.0
"(0.025, 0.025)","(0.0375, 0.0625)","(0.0, 0.0625)","(0.05, 0.1125)",0.1125
"(0.0625, 0.0625)","(0.0, 0.0625)","(0.0, 0.0625)","(0.06, 0.1225)",0.1225
"(0.0235, 0.0235)","(0.0118, 0.0353)","(0.0, 0.0353)","(0.105, 0.14029999999999998)",0.14029999999999998
"(0.0235, 0.0235)","(0.0118, 0.0353)","(0.0, 0.0353)","(0.0, 0.0353)",0.0353
"(0.0925, 0.0925)","(0.0, 0.0925)","(0.1375, 0.23)","(0, 0.23)",0.23
"(0.215, 0.215)","(0.11, 0.325)","(0.675, 1.0)","(0, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.035, 0.0575)","(0.12, 0.1775)",0.1775
"(0.02, 0.02)","(0.0575, 0.0775)","(0.0, 0.0775)","(0.0, 0.0775)",0.0775
"(0.021, 0.021)","(0.0475, 0.0685)","(0.171, 0.23950000000000002)","(0, 0.23950000000000002)",0.23950000000000002
"(0.021, 0.021)","(0.0475, 0.0685)","(0.05, 0.11850000000000001)","(0, 0.11850000000000001)",0.11850000000000001
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0, 0.0222)","(0.05, 0.0722)",0.0722
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.0, 0.060000000000000005)","(0.085, 0.14500000000000002)",0.14500000000000002
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0, 0.0287)","(0.0468, 0.0755)",0.0755
"(0.0735, 0.0735)","(0, 0.0735)","(0, 0.0735)","(0, 0.0735)",0.0735
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.0, 0.0372)","(0.1, 0.1372)",0.1372
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.11, 0.1625)","(0.8375, 1.0)",1.0
"(0.025, 0.025)","(0.0875, 0.11249999999999999)","(0, 0.11249999999999999)","(0, 0.11249999999999999)",0.11249999999999999
"(0.0215, 0.0215)","(0.03, 0.0515)","(0, 0.0515)","(0, 0.0515)",0.0515
"(0.09, 0.09)","(0.045, 0.135)","(0.18, 0.315)","(0.0, 0.315)",0.315
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.036, 0.055999999999999994)",0.055999999999999994
"(0.105, 0.105)","(0.0, 0.105)","(0.0, 0.105)","(0.13, 0.235)",0.235
"(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)","(0.0625, 0.0725)",0.0725
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.055, 0.0825)","(0, 0.0825)",0.0825
"(0.078, 0.078)","(0.0705, 0.1485)","(0, 0.1485)","(0, 0.1485)",0.1485
"(0.025, 0.025)","(0.018, 0.043)","(0.13, 0.173)","(0, 0.173)",0.173
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.0322, 0.0532)",0.0532
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.0392, 0.0542)",0.0542
"(0.2825, 0.2825)","(0, 0.2825)","(0, 0.2825)","(0, 0.2825)",0.2825
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.035, 0.0572)","(0.0, 0.0572)",0.0572
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.035, 0.0572)","(0.09, 0.1472)",0.1472
"(0.0625, 0.0625)","(0.1557, 0.2182)","(0.1888, 0.40700000000000003)","(0.593, 1.0)",1.0
"(0.0625, 0.0625)","(0.1557, 0.2182)","(0.1888, 0.40700000000000003)","(0.0, 0.40700000000000003)",0.40700000000000003
"(0.065, 0.065)","(0.0725, 0.1375)","(0, 0.1375)","(0, 0.1375)",0.1375
"(0.025, 0.025)","(0.07, 0.095)","(0, 0.095)","(0, 0.095)",0.095
"(0.0222, 0.0222)","(0.06, 0.0822)","(0.225, 0.30720000000000003)","(0.0, 0.30720000000000003)",0.30720000000000003
"(0.0225, 0.0225)","(0.07, 0.0925)","(0.0, 0.0925)","(0.019, 0.1115)",0.1115
"(0.115, 0.115)","(0.0824, 0.19740000000000002)","(0, 0.19740000000000002)","(0, 0.19740000000000002)",0.19740000000000002
"(0.1, 0.1)","(0.105, 0.20500000000000002)","(0, 0.20500000000000002)","(0, 0.20500000000000002)",0.20500000000000002
"(0.025, 0.025)","(0.018, 0.043)","(0.0, 0.043)","(0.065, 0.108)",0.108
"(0.105, 0.105)","(0.072, 0.177)","(0.0, 0.177)","(0, 0.177)",0.177
"(0.105, 0.105)","(0.072, 0.177)","(0.1775, 0.3545)","(0, 0.3545)",0.3545
"(0.02, 0.02)","(0.045, 0.065)","(0.0, 0.065)","(0.135, 0.2)",0.2
"(0.0225, 0.0225)","(0.0175, 0.04)","(0.0, 0.04)","(0.0425, 0.0825)",0.0825
"(0.245, 0.245)","(0.12, 0.365)","(0.0, 0.365)","(0.635, 1.0)",1.0
"(0.03, 0.03)","(0.195, 0.225)","(0, 0.225)","(0, 0.225)",0.225
"(0.03, 0.03)","(0.0, 0.03)","(0.055, 0.08499999999999999)","(0, 0.08499999999999999)",0.08499999999999999
"(0.11, 0.11)","(0.095, 0.20500000000000002)","(0, 0.20500000000000002)","(0, 0.20500000000000002)",0.20500000000000002
"(0.024, 0.024)","(0.0175, 0.0415)","(0, 0.0415)","(0, 0.0415)",0.0415
"(0.0, 0.0)","(0.01, 0.01)","(0.03, 0.04)","(0.145, 0.185)",0.185
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.33, 0.35100000000000003)",0.35100000000000003
"(0.0225, 0.0225)","(0.0165, 0.039)","(0.0, 0.039)","(0.304, 0.34299999999999997)",0.34299999999999997
"(0.0225, 0.0225)","(0.0165, 0.039)","(0.0, 0.039)","(0.072, 0.11099999999999999)",0.11099999999999999
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.015, 0.0375)","(0.024, 0.0615)",0.0615
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.04, 0.0625)","(0.105, 0.16749999999999998)",0.16749999999999998
"(0.021, 0.021)","(0.014, 0.035)","(0.06, 0.095)","(0.16, 0.255)",0.255
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0175, 0.04)","(0.0655, 0.10550000000000001)",0.10550000000000001
"(0.025, 0.025)","(0.0, 0.025)","(0.07, 0.095)","(0.0, 0.095)",0.095
"(0.095, 0.095)","(0.0, 0.095)","(0.0, 0.095)","(0.125, 0.22)",0.22
"(0.021, 0.021)","(0.025, 0.046)","(0, 0.046)","(0, 0.046)",0.046
"(0.02, 0.02)","(0.0, 0.02)","(0.015, 0.035)","(0.025, 0.060000000000000005)",0.060000000000000005
"(0.025, 0.025)","(0.0412, 0.06620000000000001)","(0.0, 0.06620000000000001)","(0.1374, 0.2036)",0.2036
"(0.02, 0.02)","(0.045, 0.065)","(0.0, 0.065)","(0.435, 0.5)",0.5
"(0.021, 0.021)","(0.05, 0.07100000000000001)","(0.0735, 0.14450000000000002)","(0, 0.14450000000000002)",0.14450000000000002
"(0.025, 0.025)","(0.0365, 0.0615)","(0, 0.0615)","(0, 0.0615)",0.0615
"(0.02, 0.02)","(0.0425, 0.0625)","(0.0575, 0.12)","(0, 0.12)",0.12
"(0.025, 0.025)","(0.065, 0.09)","(0.0, 0.09)","(0.1462, 0.2362)",0.2362
"(0.025, 0.025)","(0.065, 0.09)","(0.0, 0.09)","(0.0, 0.09)",0.09
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.17, 0.29000000000000004)","(0.71, 1.0)",1.0
"(0.021, 0.021)","(0.014, 0.035)","(0.0, 0.035)","(0.0562, 0.0912)",0.0912
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.048, 0.07300000000000001)",0.07300000000000001
"(0.025, 0.025)","(0.02, 0.045)","(0.0237, 0.0687)","(0, 0.0687)",0.0687
"(0.071, 0.071)","(0, 0.071)","(0, 0.071)","(0, 0.071)",0.071
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.035, 0.0575)","(0.15, 0.2075)",0.2075
"(0.025, 0.025)","(0.0, 0.025)","(0.0425, 0.0675)","(0, 0.0675)",0.0675
"(0.0225, 0.0225)","(0.095, 0.1175)","(0, 0.1175)","(0, 0.1175)",0.1175
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0494, 0.0716)","(0, 0.0716)",0.0716
"(0.03, 0.03)","(0.019, 0.049)","(0.0, 0.049)","(0.0735, 0.1225)",0.1225
"(0.105, 0.105)","(0.055, 0.16)","(0, 0.16)","(0, 0.16)",0.16
"(0.0875, 0.0875)","(0.07, 0.1575)","(0.1885, 0.346)","(0.0, 0.346)",0.346
"(0.02, 0.02)","(0.0275, 0.0475)","(0.0825, 0.13)","(0.105, 0.235)",0.235
"(0.021, 0.021)","(0.0, 0.021)","(0.019, 0.04)","(0, 0.04)",0.04
"(0.02, 0.02)","(0.11, 0.13)","(0, 0.13)","(0, 0.13)",0.13
"(0.03, 0.03)","(0.015, 0.045)","(0.09, 0.135)","(0.0, 0.135)",0.135
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.016, 0.036000000000000004)",0.036000000000000004
"(0.0, 0.0)","(0.065, 0.065)","(0.25, 0.315)","(0.675, 0.99)",0.99
"(0.0, 0.0)","(0.065, 0.065)","(0.25, 0.315)","(0.0, 0.315)",0.315
"(0.0225, 0.0225)","(0.0275, 0.05)","(0.0, 0.05)","(0.175, 0.22499999999999998)",0.22499999999999998
"(0.03, 0.03)","(0.09, 0.12)","(0.16, 0.28)","(0.0, 0.28)",0.28
"(0.025, 0.025)","(0.0225, 0.0475)","(0.08, 0.1275)","(0, 0.1275)",0.1275
"(0.04, 0.04)","(0.04, 0.08)","(0.0, 0.08)","(0.04, 0.12)",0.12
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0494, 0.0716)","(0.1482, 0.2198)",0.2198
"(0.02, 0.02)","(0.0495, 0.0695)","(0.0, 0.0695)","(0.11, 0.1795)",0.1795
"(0.02, 0.02)","(0.014, 0.034)","(0, 0.034)","(0, 0.034)",0.034
"(0.03, 0.03)","(0.0, 0.03)","(0.12, 0.15)","(0, 0.15)",0.15
"(0.075, 0.075)","(0.925, 1.0)","(0, 1.0)","(0, 1.0)",1.0
"(0.025, 0.025)","(0.0275, 0.052500000000000005)","(0.0, 0.052500000000000005)","(0.095, 0.14750000000000002)",0.14750000000000002
"(0.025, 0.025)","(0.11, 0.135)","(0.275, 0.41000000000000003)","(0.0, 0.41000000000000003)",0.41000000000000003
"(0.24, 0.24)","(0.2, 0.44)","(0.56, 1.0)","(0, 1.0)",1.0
"(0.24, 0.24)","(0.2, 0.44)","(0.0, 0.44)","(0, 0.44)",0.44
"(0.025, 0.025)","(0.025, 0.05)","(0.2055, 0.2555)","(0.15, 0.40549999999999997)",0.40549999999999997
"(0.0975, 0.0975)","(0.0666, 0.16410000000000002)","(0, 0.16410000000000002)","(0, 0.16410000000000002)",0.16410000000000002
"(0.1925, 0.1925)","(0.1925, 0.385)","(0.0, 0.385)","(0.385, 0.77)",0.77
"(0.021, 0.021)","(0.014, 0.035)","(0.17, 0.20500000000000002)","(0, 0.20500000000000002)",0.20500000000000002
"(0.025, 0.025)","(0.03, 0.055)","(0.0725, 0.1275)","(0.17, 0.2975)",0.2975
"(0.1, 0.1)","(0.088, 0.188)","(0.0, 0.188)","(0.193, 0.381)",0.381
"(0.1, 0.1)","(0.088, 0.188)","(0.0, 0.188)","(0.0, 0.188)",0.188
"(0.03, 0.03)","(0.0, 0.03)","(0.045, 0.075)","(0.1137, 0.18869999999999998)",0.18869999999999998
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.0, 0.0372)","(0.0397, 0.0769)",0.0769
"(0.0, 0.0)","(0.01, 0.01)","(0.026, 0.036)","(0.0, 0.036)",0.036
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.1102, 0.17020000000000002)","(0, 0.17020000000000002)",0.17020000000000002
"(0.02, 0.02)","(0.0, 0.02)","(0.2475, 0.2675)","(0.7325, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.2475, 0.2675)","(0.0, 0.2675)",0.2675
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0312, 0.059899999999999995)","(0, 0.059899999999999995)",0.059899999999999995
"(0.302, 0.302)","(0, 0.302)","(0, 0.302)","(0, 0.302)",0.302
"(0.07, 0.07)","(0.0, 0.07)","(0.105, 0.175)","(0.245, 0.42)",0.42
"(0.07, 0.07)","(0.0, 0.07)","(0.105, 0.175)","(0.0, 0.175)",0.175
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.0675, 0.11)",0.11
"(0.095, 0.095)","(0.11, 0.20500000000000002)","(0.795, 1.0)","(0, 1.0)",1.0
"(0.035, 0.035)","(0.0, 0.035)","(0.0175, 0.052500000000000005)","(0.0787, 0.1312)",0.1312
"(0.03, 0.03)","(0.0, 0.03)","(0.01, 0.04)","(0.0, 0.04)",0.04
"(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)","(0.14, 0.15000000000000002)",0.15000000000000002
"(0.0225, 0.0225)","(0.11, 0.1325)","(0.135, 0.2675)","(0, 0.2675)",0.2675
"(0.0225, 0.0225)","(0.11, 0.1325)","(0.0, 0.1325)","(0, 0.1325)",0.1325
"(0.0287, 0.0287)","(0.105, 0.13369999999999999)","(0.025, 0.15869999999999998)","(0.1075, 0.2662)",0.2662
"(0.0287, 0.0287)","(0.105, 0.13369999999999999)","(0.025, 0.15869999999999998)","(0.0, 0.15869999999999998)",0.15869999999999998
"(0.02, 0.02)","(0.01, 0.03)","(0.045, 0.075)","(0, 0.075)",0.075
"(0.125, 0.125)","(0.085, 0.21000000000000002)","(0.15, 0.36)","(0.64, 1.0)",1.0
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.05, 0.0975)","(0.1, 0.1975)",0.1975
"(0.145, 0.145)","(0.115, 0.26)","(0.26, 0.52)","(0.48, 1.0)",1.0
"(0.0715, 0.0715)","(0, 0.0715)","(0, 0.0715)","(0, 0.0715)",0.0715
"(0.09, 0.09)","(0.0, 0.09)","(0.115, 0.20500000000000002)","(0.0, 0.20500000000000002)",0.20500000000000002
"(0.09, 0.09)","(0.0, 0.09)","(0.115, 0.20500000000000002)","(0.205, 0.41000000000000003)",0.41000000000000003
"(0.035, 0.035)","(0.035, 0.07)","(0.175, 0.245)","(0, 0.245)",0.245
"(0.04, 0.04)","(0.0, 0.04)","(0.0, 0.04)","(0.08, 0.12)",0.12
"(0.245, 0.245)","(0, 0.245)","(0, 0.245)","(0, 0.245)",0.245
"(0.13, 0.13)","(0.17, 0.30000000000000004)","(0.285, 0.585)","(0.415, 1.0)",1.0
"(0.03, 0.03)","(0.048, 0.078)","(0.0, 0.078)","(0.125, 0.203)",0.203
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1312, 0.1537)","(0, 0.1537)",0.1537
"(0.0, 0.0)","(0.01, 0.01)","(0.03, 0.04)","(0.03, 0.07)",0.07
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.04, 0.0687)","(0.1068, 0.1755)",0.1755
"(0.0, 0.0)","(0.0355, 0.0355)","(0, 0.0355)","(0, 0.0355)",0.0355
"(0.02, 0.02)","(0.0, 0.02)","(0.02, 0.04)","(0.2, 0.24000000000000002)",0.24000000000000002
"(0.035, 0.035)","(0.035, 0.07)","(0.045, 0.115)","(0, 0.115)",0.115
"(0.035, 0.035)","(0.035, 0.07)","(0.2375, 0.3075)","(0, 0.3075)",0.3075
"(0.025, 0.025)","(0.055, 0.08)","(0.145, 0.22499999999999998)","(0, 0.22499999999999998)",0.22499999999999998
"(0.02, 0.02)","(0.0, 0.02)","(0.08, 0.1)","(0.31, 0.41000000000000003)",0.41000000000000003
"(0.0222, 0.0222)","(0.025, 0.047200000000000006)","(0.08, 0.1272)","(0, 0.1272)",0.1272
"(0.0222, 0.0222)","(0.025, 0.047200000000000006)","(0.0, 0.047200000000000006)","(0, 0.047200000000000006)",0.047200000000000006
"(0.025, 0.025)","(0.0, 0.025)","(0.0875, 0.11249999999999999)","(0.0, 0.11249999999999999)",0.11249999999999999
"(0.025, 0.025)","(0.0, 0.025)","(0.0875, 0.11249999999999999)","(0.375, 0.4875)",0.4875
"(0.0287, 0.0287)","(0.0312, 0.059899999999999995)","(0.2496, 0.3095)","(0, 0.3095)",0.3095
"(0.04, 0.04)","(0.0, 0.04)","(0.0, 0.04)","(0.064, 0.10400000000000001)",0.10400000000000001
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.075, 0.0972)","(0, 0.0972)",0.0972
"(0.025, 0.025)","(0.03, 0.055)","(0.0, 0.055)","(0.16, 0.215)",0.215
"(0.1, 0.1)","(0.08, 0.18)","(0.0, 0.18)","(0.1725, 0.3525)",0.3525
"(0.025, 0.025)","(0.065, 0.09)","(0.225, 0.315)","(0, 0.315)",0.315
"(0.23, 0.23)","(0.4625, 0.6925)","(0.3075, 1.0)","(0, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.035, 0.0825)",0.0825
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.04, 0.0625)","(0.19, 0.2525)",0.2525
"(0.025, 0.025)","(0.0, 0.025)","(0.021, 0.046)","(0, 0.046)",0.046
"(0.02, 0.02)","(0.075, 0.095)","(0, 0.095)","(0, 0.095)",0.095
"(0.0818, 0.0818)","(0.0, 0.0818)","(0.1, 0.18180000000000002)","(0.0, 0.18180000000000002)",0.18180000000000002
"(0.1235, 0.1235)","(0, 0.1235)","(0, 0.1235)","(0, 0.1235)",0.1235
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.1325, 0.18)",0.18
"(0.12, 0.12)","(0.245, 0.365)","(0.5512, 0.9162)","(0, 0.9162)",0.9162
"(0.12, 0.12)","(0.245, 0.365)","(0.0, 0.365)","(0, 0.365)",0.365
"(0.0818, 0.0818)","(0.0446, 0.1264)","(0.0, 0.1264)","(0.0, 0.1264)",0.1264
"(0.07, 0.07)","(0.0, 0.07)","(0.0, 0.07)","(0.0775, 0.14750000000000002)",0.14750000000000002
"(0.021, 0.021)","(0.0, 0.021)","(0.025, 0.046)","(0, 0.046)",0.046
"(0.025, 0.025)","(0.025, 0.05)","(0.0, 0.05)","(0.07, 0.12000000000000001)",0.12000000000000001
"(0.035, 0.035)","(0.105, 0.14)","(0, 0.14)","(0, 0.14)",0.14
"(0.021, 0.021)","(0.0, 0.021)","(0.065, 0.08600000000000001)","(0.21, 0.296)",0.296
"(0.021, 0.021)","(0.0, 0.021)","(0.065, 0.08600000000000001)","(0.0, 0.08600000000000001)",0.08600000000000001
"(0.035, 0.035)","(0.075, 0.11)","(0.06, 0.16999999999999998)","(0.34, 0.51)",0.51
"(0.1225, 0.1225)","(0.0, 0.1225)","(0.1, 0.2225)","(0, 0.2225)",0.2225
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.125, 0.1475)","(0.0, 0.1475)",0.1475
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.085, 0.1325)","(0.225, 0.35750000000000004)",0.35750000000000004
"(0.0225, 0.0225)","(0.04, 0.0625)","(0.0325, 0.095)","(0.0, 0.095)",0.095
"(0.025, 0.025)","(0.015, 0.04)","(0.0, 0.04)","(0.08, 0.12)",0.12
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.2004, 0.2429)",0.2429
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.0777, 0.1202)",0.1202
"(0.11, 0.11)","(0.0625, 0.1725)","(0.2625, 0.435)","(0.0, 0.435)",0.435
"(0.02, 0.02)","(0.0124, 0.0324)","(0.0, 0.0324)","(0.0, 0.0324)",0.0324
"(0.025, 0.025)","(0.015, 0.04)","(0.0, 0.04)","(0.05, 0.09)",0.09
"(0.02, 0.02)","(0.031, 0.051000000000000004)","(0, 0.051000000000000004)","(0, 0.051000000000000004)",0.051000000000000004
"(0.02, 0.02)","(0.0, 0.02)","(0.0175, 0.037500000000000006)","(0.0575, 0.095)",0.095
"(0.0225, 0.0225)","(0.055, 0.0775)","(0.055, 0.1325)","(0.8675, 1.0)",1.0
"(0.0225, 0.0225)","(0.055, 0.0775)","(0.055, 0.1325)","(0.23, 0.36250000000000004)",0.36250000000000004
"(0.021, 0.021)","(0.0, 0.021)","(0.026, 0.047)","(0, 0.047)",0.047
"(0.02, 0.02)","(0.0, 0.02)","(0.069, 0.08900000000000001)","(0, 0.08900000000000001)",0.08900000000000001
"(0.02, 0.02)","(0.0, 0.02)","(0.019, 0.039)","(0, 0.039)",0.039
"(0.079, 0.079)","(0, 0.079)","(0, 0.079)","(0, 0.079)",0.079
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.015, 0.045)",0.045
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.09, 0.1425)","(0.5, 0.6425)",0.6425
"(0.1075, 0.1075)","(0.0775, 0.185)","(0.0, 0.185)","(0.0, 0.185)",0.185
"(0.1075, 0.1075)","(0.0775, 0.185)","(0.0, 0.185)","(0.2812, 0.4662)",0.4662
"(0.095, 0.095)","(0.08, 0.175)","(0.1775, 0.3525)","(0.6475, 1.0)",1.0
"(0.095, 0.095)","(0.08, 0.175)","(0.1775, 0.3525)","(0.0, 0.3525)",0.3525
"(0.02, 0.02)","(0.0, 0.02)","(0.0337, 0.0537)","(0.1124, 0.1661)",0.1661
"(0.23, 0.23)","(0.115, 0.34500000000000003)","(0.655, 1.0)","(0, 1.0)",1.0
"(0.0225, 0.0225)","(0.0165, 0.039)","(0.132, 0.171)","(0.085, 0.256)",0.256
"(0.2375, 0.2375)","(0.0, 0.2375)","(0.0, 0.2375)","(0.315, 0.5525)",0.5525
"(0.11, 0.11)","(0.408, 0.518)","(0, 0.518)","(0, 0.518)",0.518
"(0.11, 0.11)","(0.235, 0.345)","(0, 0.345)","(0, 0.345)",0.345
"(0.27, 0.27)","(0.0, 0.27)","(0.0, 0.27)","(0.73, 1.0)",1.0
"(0.0675, 0.0675)","(0.0375, 0.10500000000000001)","(0.3375, 0.4425)","(0, 0.4425)",0.4425
"(0.0912, 0.0912)","(0.0, 0.0912)","(0.0, 0.0912)","(0.0962, 0.1874)",0.1874
"(0.03, 0.03)","(0.0, 0.03)","(0.0412, 0.0712)","(0.0, 0.0712)",0.0712
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.19, 0.2375)","(0.0, 0.2375)",0.2375
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.19, 0.2375)","(0.7625, 1.0)",1.0
"(0.0325, 0.0325)","(0.04, 0.07250000000000001)","(0.0, 0.07250000000000001)","(0, 0.07250000000000001)",0.07250000000000001
"(0.0325, 0.0325)","(0.04, 0.07250000000000001)","(0.105, 0.1775)","(0, 0.1775)",0.1775
"(0.065, 0.065)","(0.2175, 0.2825)","(0, 0.2825)","(0, 0.2825)",0.2825
"(0.0244, 0.0244)","(0.015, 0.039400000000000004)","(0, 0.039400000000000004)","(0, 0.039400000000000004)",0.039400000000000004
"(0.11, 0.11)","(0.0, 0.11)","(0.0, 0.11)","(0.1575, 0.2675)",0.2675
"(0.0244, 0.0244)","(0.0, 0.0244)","(0.072, 0.0964)","(0, 0.0964)",0.0964
"(0.07, 0.07)","(0.0, 0.07)","(0.045, 0.115)","(0.072, 0.187)",0.187
"(0.07, 0.07)","(0.0, 0.07)","(0.045, 0.115)","(0.225, 0.34)",0.34
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.0, 0.0525)","(0.0675, 0.12)",0.12
"(0.0999, 0.0999)","(0.07, 0.1699)","(0.15, 0.31989999999999996)","(0, 0.31989999999999996)",0.31989999999999996
"(0.235, 0.235)","(0.0, 0.235)","(0.175, 0.41)","(0, 0.41)",0.41
"(0.0, 0.0)","(0.0, 0.0)","(0.035, 0.035)","(0.03, 0.065)",0.065
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0625, 0.0825)",0.0825
"(0.03, 0.03)","(0.0, 0.03)","(0.04, 0.07)","(0.105, 0.175)",0.175
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0125, 0.035)","(0.05, 0.085)",0.085
"(0.021, 0.021)","(0.0, 0.021)","(0.0142, 0.0352)","(0.0, 0.0352)",0.0352
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.165, 0.2175)","(0.7825, 1.0)",1.0
"(0.07, 0.07)","(0.1525, 0.2225)","(0, 0.2225)","(0, 0.2225)",0.2225
"(0.021, 0.021)","(0.0, 0.021)","(0.078, 0.099)","(0.901, 1.0)",1.0
"(0.0205, 0.0205)","(0.015, 0.035500000000000004)","(0.114, 0.14950000000000002)","(0.0, 0.14950000000000002)",0.14950000000000002
"(0.0205, 0.0205)","(0.015, 0.035500000000000004)","(0.114, 0.14950000000000002)","(0.608, 0.7575000000000001)",0.7575000000000001
"(0.07, 0.07)","(0.0, 0.07)","(0.0, 0.07)","(0.135, 0.20500000000000002)",0.20500000000000002
"(0.075, 0.075)","(0.275, 0.35000000000000003)","(0.0, 0.35000000000000003)","(0.0, 0.35000000000000003)",0.35000000000000003
"(0.0925, 0.0925)","(0.0975, 0.19)","(0.0, 0.19)","(0.0, 0.19)",0.19
"(0.0925, 0.0925)","(0.0975, 0.19)","(0.0, 0.19)","(0.26, 0.45)",0.45
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.12, 0.1425)","(0, 0.1425)",0.1425
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0, 0.0222)","(0.025, 0.047200000000000006)",0.047200000000000006
"(0.1, 0.1)","(0.065, 0.165)","(0.1555, 0.3205)","(0, 0.3205)",0.3205
"(0.1, 0.1)","(0.065, 0.165)","(0.0, 0.165)","(0, 0.165)",0.165
"(0.03, 0.03)","(0.015, 0.045)","(0.16, 0.20500000000000002)","(0.795, 1.0)",1.0
"(0.0, 0.0)","(0.02, 0.02)","(0.09, 0.11)","(0, 0.11)",0.11
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.024, 0.0455)","(0.0, 0.0455)",0.0455
"(0.02, 0.02)","(0.0885, 0.1085)","(0, 0.1085)","(0, 0.1085)",0.1085
"(0.02, 0.02)","(0.033, 0.053000000000000005)","(0.0, 0.053000000000000005)","(0.0555, 0.10850000000000001)",0.10850000000000001
"(0.025, 0.025)","(0.018, 0.043)","(0.0, 0.043)","(0.135, 0.178)",0.178
