blinds,stacks,pre_flop_bets,flop_bets,turn_bets,river_bets
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Joe': 210}","{'Joe': 150, 'MrPink': 150}","{'Joe': 500, 'MrPink': 500}","{'Joe': 0, 'MrPink': 1770}"
"[50, 100]","[10000, 10000]","{'MrBlue': 700, 'Bill': 700}","{'MrBlue': 0, 'Bill': 450}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 2375, 'Joe': 875}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'Pluribus': 200, 'MrBlue': 200}","{'Pluribus': 0, 'MrBlue': 600}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'Bill': 200}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 112}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Pluribus': 210}","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 0, 'MrPink': 235}",{}
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Joe': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 0, 'Bill': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Bill': 950}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'Pluribus': 200, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 350, 'Bill': 350}","{'MrPink': 350, 'Bill': 350}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 950, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Joe': 0}","{'Eddie': 125, 'Joe': 125}","{'Eddie': 0, 'Joe': 0}","{'Eddie': 360, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 650, 'Bill': 650}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 0, 'Bill': 550}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 100, 'MrBlue': 100}","{'Pluribus': 100, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 100, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 1250, 'Bill': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Joe': 1100, 'MrPink': 1100}","{'MrPink': 750, 'Joe': 750}","{'MrPink': 3000, 'Joe': 3000}","{'MrPink': 5150, 'Joe': 5150}"
"[50, 100]","[10000, 10000]","{'MrBlue': 800, 'Eddie': 800}","{'MrBlue': 0, 'Eddie': 700}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'Bill': 200}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 287, 'Joe': 287}","{'Joe': 468, 'Bill': 468}","{'Joe': 780, 'Bill': 780}","{'Joe': 1560, 'Bill': 1560}"
"[50, 100]","[10000, 10000]","{'Joe': 300, 'Pluribus': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrPink': 225}","{'MrPink': 250, 'Pluribus': 250}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 500, 'Pluribus': 500}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 500, 'MrBlue': 500}"
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 300, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'MrBlue': 250}","{'MrBlue': 1100, 'Bill': 1100}","{'MrBlue': 2275, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 750, 'MrBlue': 750}","{'Pluribus': 0, 'MrBlue': 3000}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 350}",{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 100}","{'Bill': 200, 'MrOrange': 200}","{'Bill': 400, 'MrOrange': 400}"
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Bill': 225}","{'Bill': 0, 'MrBlue': 0}","{'Bill': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 225, 'Pluribus': 225}","{'MrOrange': 300, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 230, 'Bill': 230}","{'MrBlue': 757, 'Bill': 757}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 700, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 225}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 350, 'Bill': 350}","{'Pluribus': 800, 'Bill': 800}"
"[50, 100]","[10000, 10000]","{'MrPink': 2100, 'Eddie': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Eddie': 405}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'MrPink': 300}","{'MrBlue': 300, 'MrPink': 300}","{'MrBlue': 0, 'MrPink': 1600}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 350, 'Bill': 350}","{'Eddie': 0, 'Bill': 900}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 1900, 'MrPink': 650}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 222}","{'Bill': 0, 'Eddie': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 325, 'MrOrange': 325}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 450, 'MrOrange': 450}"
"[50, 100]","[10000, 10000]","{'MrPink': 475, 'Pluribus': 475}","{'MrPink': 0, 'Pluribus': 550}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 235, 'Pluribus': 235}","{'Eddie': 285, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 350, 'Bill': 350}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 100}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 222}","{'Bill': 150, 'Eddie': 150}","{'Bill': 0, 'Eddie': 1500}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 925, 'Bill': 925}","{'Bill': 650, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 350, 'MrBlue': 350}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 0, 'MrBlue': 525}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Eddie': 300}","{'MrPink': 150, 'Eddie': 150}","{'MrPink': 720, 'Eddie': 720}","{'MrPink': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 660, 'MrPink': 660}","{'Eddie': 0, 'MrPink': 2750}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 244, 'MrPink': 1200}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1225, 'Pluribus': 1225}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 1450, 'MrBlue': 1450}","{'Pluribus': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'MrOrange': 500, 'Eddie': 500}","{'MrOrange': 0, 'Eddie': 2250}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrOrange': 225}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 144, 'Pluribus': 735}"
"[50, 100]","[10000, 10000]","{'Bill': 700, 'MrOrange': 700}","{'Bill': 0, 'MrOrange': 575}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 100}",{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 200, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 700, 'MrOrange': 700}","{'Pluribus': 555, 'MrOrange': 555}","{'Pluribus': 665, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 275, 'Bill': 275}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 1100, 'Bill': 1100}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 100, 'Bill': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrOrange': 250}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 0, 'Pluribus': 275}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 135, 'Eddie': 135}","{'MrBlue': 1060, 'Eddie': 1060}","{'MrBlue': 0, 'Eddie': 8605}"
"[50, 100]","[10000, 10000]","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 550, 'Bill': 550}","{'Pluribus': 1100, 'Bill': 3600}"
"[50, 100]","[10000, 10000]","{'Bill': 325, 'MrOrange': 325}","{'Bill': 0, 'MrOrange': 175}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Eddie': 300}","{'MrPink': 0, 'Eddie': 0}","{'MrPink': 200, 'Eddie': 200}","{'MrPink': 250, 'Eddie': 1400}"
"[50, 100]","[10000, 10000]","{'Eddie': 235, 'Pluribus': 235}","{'Eddie': 285, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 100}","{'Bill': 275, 'MrOrange': 275}"
"[50, 100]","[10000, 10000]","{'MrPink': 1900, 'Pluribus': 1900}","{'MrPink': 950, 'Pluribus': 950}","{'MrPink': 7150, 'Pluribus': 7150}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrPink': 200}","{'MrPink': 855, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 250, 'Bill': 250}","{'Eddie': 1500, 'Bill': 1500}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 1325}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 0, 'Eddie': 0}","{'MrPink': 100, 'Eddie': 100}","{'MrPink': 400, 'Eddie': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Pluribus': 250}","{'Pluribus': 175, 'MrPink': 175}","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 1350, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Bill': 210}","{'Bill': 0, 'MrPink': 115}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 244, 'MrBlue': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Eddie': 300}","{'MrPink': 0, 'Eddie': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 544, 'Eddie': 544}","{'Pluribus': 0, 'Eddie': 816}"
"[50, 100]","[10000, 10000]","{'Bill': 325, 'MrOrange': 325}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 975, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 350, 'Bill': 350}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 0, 'Bill': 275}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'MrBlue': 250, 'Eddie': 250}","{'MrBlue': 825, 'Eddie': 825}","{'MrBlue': 2150, 'Eddie': 8700}"
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 100, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 100}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 235, 'Pluribus': 235}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 235, 'Pluribus': 235}","{'Eddie': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 612, 'Pluribus': 612}","{'Eddie': 687, 'Pluribus': 687}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Eddie': 450}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 250, 'Bill': 250}","{'Eddie': 0, 'Bill': 750}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrBlue': 450, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrPink': 225}","{'MrPink': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 1400, 'Eddie': 300}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 225}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 350}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Pluribus': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 1000, 'MrOrange': 1000}","{'Pluribus': 0, 'MrOrange': 1444}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 375, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 0, 'MrPink': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'MrPink': 300}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 250, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 625, 'Bill': 625}","{'MrOrange': 0, 'Bill': 600}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1100, 'Eddie': 1100}","{'Eddie': 1000, 'MrBlue': 1000}","{'Eddie': 0, 'MrBlue': 2150}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrPink': 200}","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 100, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 675, 'Pluribus': 675}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 1500, 'Pluribus': 1500}","{'MrBlue': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 350, 'MrBlue': 350}","{'Bill': 0, 'MrBlue': 0}","{'Bill': 525, 'MrBlue': 525}","{'Bill': 0, 'MrBlue': 1342}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 350, 'Bill': 350}","{'Eddie': 0, 'Bill': 600}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrBlue': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 200}","{'Pluribus': 135, 'Eddie': 135}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 360, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'MrBlue': 200}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 0, 'MrBlue': 412}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 450, 'Bill': 450}","{'Bill': 650, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 235, 'MrOrange': 235}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 275, 'MrOrange': 275}","{'Eddie': 777, 'MrOrange': 777}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 225}","{'Bill': 9775, 'Pluribus': 2250}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1050, 'MrPink': 1050}","{'MrPink': 1100, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 900, 'Bill': 900}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 287, 'MrBlue': 287}","{'MrBlue': 0, 'Pluribus': 312}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 925}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Eddie': 300}","{'MrPink': 0, 'Eddie': 450}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 350, 'MrBlue': 350}","{'Bill': 0, 'MrBlue': 400}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 215, 'MrBlue': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 100, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 625}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrOrange': 225}","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrBlue': 0}","{'Bill': 100, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 205, 'MrBlue': 205}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 344, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 999, 'Bill': 999}","{'Bill': 512, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrPink': 200}","{'MrPink': 0, 'Eddie': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrBlue': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'MrBlue': 250}","{'MrBlue': 300, 'Bill': 300}","{'MrBlue': 0, 'Bill': 600}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrPink': 250}","{'Pluribus': 500, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 850, 'MrBlue': 850}","{'Eddie': 800, 'MrBlue': 800}","{'Eddie': 0, 'MrBlue': 6758}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrOrange': 225}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 750, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 500}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 1325}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 1400, 'Eddie': 10000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 300, 'MrOrange': 300}","{'Eddie': 150, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 2250, 'MrPink': 2250}","{'MrBlue': 1750, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 275}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'MrOrange': 250}","{'MrOrange': 0, 'MrPink': 180}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 222}","{'Bill': 450, 'Eddie': 450}","{'Bill': 0, 'Eddie': 0}","{'Bill': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 850, 'Bill': 850}","{'Bill': 900, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 100, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 1050, 'MrPink': 1050}","{'MrPink': 880, 'Pluribus': 2860}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 750, 'MrBlue': 750}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 3500, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 275, 'Bill': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 1100, 'Bill': 1100}","{'Pluribus': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 675}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 225}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 500, 'Pluribus': 500}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 235}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrPink': 1000}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 700, 'MrPink': 700}","{'MrBlue': 500, 'MrPink': 500}","{'MrBlue': 0, 'MrPink': 1700}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 0, 'Bill': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 0, 'MrBlue': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 400, 'MrPink': 400}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 2225, 'MrBlue': 780}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 222}","{'Bill': 100, 'Eddie': 100}","{'Bill': 0, 'Eddie': 0}","{'Bill': 347, 'Eddie': 347}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 312}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrOrange': 225}","{'MrOrange': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 0, 'MrPink': 300}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 100, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 0, 'Eddie': 0}","{'MrPink': 100, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 750, 'Pluribus': 750}","{'Bill': 825, 'Pluribus': 825}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}"
