blinds,stacks,pre_flop_bets,flop_bets,turn_bets,river_bets
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 235, 'MrPink': 235}","{'MrBlue': 600, 'MrPink': 600}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 287, 'MrBlue': 287}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 505, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Pluribus': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 450}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'MrBlonde': 200}","{'MrBlonde': 150, 'MrOrange': 150}","{'MrBlonde': 0, 'MrOrange': 0}","{'MrBlonde': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 115, 'MrPink': 115}","{'MrBlue': 450, 'MrPink': 450}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 1150, 'MrOrange': 1150}","{'MrOrange': 750, 'MrBlonde': 750}","{'MrOrange': 1825, 'MrBlonde': 1825}","{'MrOrange': 6275, 'MrBlonde': 6275}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 135, 'MrBlue': 135}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrWhite': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrWhite': 210}","{'MrPink': 0, 'MrWhite': 0}","{'MrPink': 180, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 100, 'MrWhite': 100}","{'Pluribus': 200, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 350, 'MrPink': 350}","{'MrOrange': 0, 'MrPink': 0}","{'MrOrange': 0, 'MrPink': 0}","{'MrOrange': 0, 'MrPink': 350}"
"[50, 100]","[10000, 10000]","{'MrBlue': 700, 'MrPink': 700}","{'MrBlue': 0, 'MrPink': 775}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlonde': 210}","{'MrBlonde': 1585, 'MrPink': 1585}","{'MrBlonde': 1200, 'MrPink': 1200}","{'MrBlonde': 7005, 'MrPink': 7005}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Pluribus': 300}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 200, 'Pluribus': 200}","{'MrPink': 0, 'Pluribus': 500}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 225, 'MrWhite': 225}","{'MrWhite': 0, 'MrOrange': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlonde': 1110}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 2025, 'MrBlue': 1000}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlonde': 210}","{'MrBlonde': 0, 'MrPink': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 650, 'MrPink': 650}","{'MrOrange': 0, 'MrPink': 450}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 150, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 200}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrWhite': 225}","{'MrWhite': 200, 'MrBlue': 200}","{'MrWhite': 0, 'MrBlue': 780}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 225}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 250, 'MrWhite': 250}","{'MrBlue': 500, 'MrWhite': 500}","{'MrBlue': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrBlue': 250}","{'MrBlue': 0, 'MrBlonde': 0}","{'MrBlue': 450, 'MrBlonde': 450}","{'MrBlue': 1250, 'MrBlonde': 1250}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 750, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrBlonde': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 250, 'Pluribus': 250}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 725, 'Pluribus': 725}"
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 150, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrOrange': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1050, 'MrPink': 1050}","{'MrPink': 700, 'MrBlue': 700}","{'MrPink': 1200, 'MrBlue': 3050}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 250}","{'Pluribus': 0, 'MrWhite': 310}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrPink': 250}","{'MrPink': 1750, 'MrBlonde': 400}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 1225, 'Pluribus': 1225}","{'Pluribus': 1250, 'MrWhite': 1250}","{'Pluribus': 0, 'MrWhite': 2999}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 650, 'MrPink': 650}","{'MrOrange': 0, 'MrPink': 450}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 225}","{'MrPink': 0, 'MrBlue': 0}","{'MrPink': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 1100, 'MrPink': 1100}","{'MrPink': 1150, 'MrWhite': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 520}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 375}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrPink': 200}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 225, 'Pluribus': 225}","{'MrPink': 0, 'Pluribus': 2700}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 200}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 112}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 112}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrWhite': 675}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrOrange': 210}","{'MrOrange': 115, 'MrPink': 115}","{'MrOrange': 0, 'MrPink': 0}","{'MrOrange': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrPink': 1200}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'MrWhite': 250}","{'MrWhite': 0, 'MrPink': 130}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 450, 'MrBlonde': 450}","{'MrWhite': 1125, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 1010, 'MrBlonde': 1010}","{'MrBlonde': 1125, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 500}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 725, 'MrBlue': 725}","{'MrWhite': 0, 'MrBlue': 0}","{'MrWhite': 800, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 1150, 'Pluribus': 1150}","{'Pluribus': 1200, 'MrPink': 1200}","{'Pluribus': 2400, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 1625, 'MrBlonde': 1625}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 1925, 'MrBlonde': 1925}"
"[50, 100]","[10000, 10000]","{'MrOrange': 0, 'MrBlonde': 550}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 2093, 'Pluribus': 681}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 225, 'MrWhite': 225}","{'MrWhite': 150, 'MrOrange': 150}","{'MrWhite': 0, 'MrOrange': 0}","{'MrWhite': 9625, 'MrOrange': 500}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlonde': 210}","{'MrBlonde': 0, 'MrPink': 350}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 300, 'MrBlue': 300}","{'MrBlonde': 300, 'MrBlue': 300}","{'MrBlonde': 0, 'MrBlue': 0}","{'MrBlonde': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 700, 'MrWhite': 700}","{'MrWhite': 500, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrOrange': 250}","{'MrOrange': 0, 'MrBlonde': 300}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrPink': 225}","{'MrPink': 0, 'Pluribus': 1000}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 1670, 'MrWhite': 1670}","{'MrWhite': 700, 'MrPink': 700}","{'MrWhite': 1600, 'MrPink': 1600}","{'MrWhite': 0, 'MrPink': 6030}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'MrWhite': 250}","{'MrWhite': 0, 'MrPink': 0}","{'MrWhite': 225, 'MrPink': 225}","{'MrWhite': 9525, 'MrPink': 9525}"
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'MrOrange': 300}","{'MrBlue': 450, 'MrOrange': 450}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 600, 'MrBlonde': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlonde': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 300, 'Pluribus': 300}","{'MrPink': 600, 'Pluribus': 600}","{'MrPink': 1800, 'Pluribus': 1800}","{'MrPink': 7300, 'Pluribus': 7300}"
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'MrWhite': 250}","{'MrWhite': 0, 'MrPink': 0}","{'MrWhite': 412, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlonde': 210}","{'MrBlonde': 0, 'MrPink': 500}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 412}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrPink': 200}","{'MrPink': 0, 'Pluribus': 0}","{'MrPink': 300, 'Pluribus': 300}","{'MrPink': 1400, 'Pluribus': 1400}"
"[50, 100]","[10000, 10000]","{'MrPink': 400, 'Pluribus': 400}","{'MrPink': 0, 'Pluribus': 1600}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrWhite': 210}","{'MrWhite': 0, 'MrPink': 260}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'MrWhite': 250}","{'MrWhite': 175, 'MrPink': 175}","{'MrWhite': 1200, 'MrPink': 1200}","{'MrWhite': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrWhite': 210}","{'MrWhite': 150, 'MrPink': 150}","{'MrWhite': 0, 'MrPink': 1100}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 925, 'MrBlue': 925}","{'MrBlue': 800, 'MrOrange': 800}","{'MrBlue': 2150, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 250}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 650, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrPink': 225}","{'MrPink': 135, 'MrWhite': 135}","{'MrPink': 410, 'MrWhite': 410}","{'MrPink': 820, 'MrWhite': 820}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 100, 'MrWhite': 100}","{'Pluribus': 200, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 300, 'MrBlonde': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 375, 'MrWhite': 375}"
"[50, 100]","[10000, 10000]","{'MrOrange': 912, 'Pluribus': 912}","{'Pluribus': 1924, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 2475, 'MrPink': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 375, 'MrWhite': 375}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 475, 'Pluribus': 475}","{'MrPink': 0, 'Pluribus': 550}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrOrange': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 375}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 10000, 'Pluribus': 10000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 100, 'MrWhite': 100}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 0, 'MrWhite': 300}"
"[50, 100]","[10000, 10000]","{'Pluribus': 2150, 'MrOrange': 2150}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 1350, 'Pluribus': 1350}","{'MrOrange': 6500, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 275, 'Pluribus': 275}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 900, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrOrange': 200}","{'MrOrange': 925, 'ORen': 2550}",{},{}
"[50, 100]","[10000, 10000]","{'Hattori': 725, 'Bill': 725}","{'Hattori': 1050, 'Bill': 1050}","{'Hattori': 2000, 'Bill': 2000}","{'Hattori': 6225, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 225, 'ORen': 225}","{'ORen': 0, 'MrOrange': 0}","{'ORen': 0, 'MrOrange': 0}","{'ORen': 320, 'MrOrange': 320}"
"[50, 100]","[10000, 10000]","{'ORen': 200, 'Hattori': 200}","{'Hattori': 0, 'ORen': 0}","{'Hattori': 500, 'ORen': 500}","{'Hattori': 1500, 'ORen': 0}"
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'Pluribus': 200}","{'Pluribus': 0, 'Hattori': 0}","{'Pluribus': 225, 'Hattori': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 444, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'Pluribus': 200}","{'Pluribus': 0, 'Hattori': 400}",{},{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrOrange': 200}","{'MrOrange': 500, 'ORen': 500}","{'MrOrange': 1900, 'ORen': 1900}","{'MrOrange': 7400, 'ORen': 7400}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'ORen': 0}","{'Pluribus': 0, 'ORen': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Hattori': 200}","{'Hattori': 0, 'MrOrange': 0}","{'Hattori': 0, 'MrOrange': 0}","{'Hattori': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 612, 'ORen': 612}","{'MrOrange': 0, 'ORen': 0}","{'MrOrange': 0, 'ORen': 0}","{'MrOrange': 0, 'ORen': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'ORen': 225}","{'ORen': 0, 'Bill': 0}","{'ORen': 0, 'Bill': 0}","{'ORen': 0, 'Bill': 375}"
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrBlue': 200}","{'MrBlue': 0, 'ORen': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrBlue': 0}","{'MrOrange': 150, 'MrBlue': 150}","{'MrOrange': 200, 'MrBlue': 200}"
"[50, 100]","[10000, 10000]","{'ORen': 200, 'Bill': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'Hattori': 250, 'MrBlue': 250}","{'Hattori': 0, 'MrBlue': 0}","{'Hattori': 375, 'MrBlue': 375}","{'Hattori': 945, 'MrBlue': 945}"
"[50, 100]","[10000, 10000]","{'Hattori': 225, 'Bill': 225}","{'Bill': 0, 'Hattori': 0}","{'Bill': 200, 'Hattori': 200}","{'Bill': 0, 'Hattori': 900}"
"[50, 100]","[10000, 10000]","{'Pluribus': 400, 'ORen': 400}","{'Pluribus': 650, 'ORen': 650}","{'Pluribus': 0, 'ORen': 1500}",{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrBlue': 200}","{'MrBlue': 150, 'ORen': 150}","{'MrBlue': 0, 'ORen': 0}","{'MrBlue': 0, 'ORen': 300}"
"[50, 100]","[10000, 10000]","{'Hattori': 850, 'Bill': 850}","{'Bill': 1200, 'Hattori': 1200}","{'Bill': 1400, 'Hattori': 1400}","{'Bill': 0, 'Hattori': 6550}"
"[50, 100]","[10000, 10000]","{'ORen': 700, 'MrBlue': 700}","{'ORen': 850, 'MrBlue': 850}","{'ORen': 0, 'MrBlue': 2500}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'ORen': 400}",{},{},{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrBlue': 200}","{'MrBlue': 0, 'ORen': 0}","{'MrBlue': 0, 'ORen': 0}","{'MrBlue': 0, 'ORen': 0}"
"[50, 100]","[10000, 10000]","{'Hattori': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Hattori': 0}","{'MrBlue': 212, 'Hattori': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 400, 'Pluribus': 1200}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 400, 'ORen': 400}","{'Pluribus': 0, 'ORen': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Hattori': 200}","{'Hattori': 0, 'MrOrange': 0}","{'Hattori': 800, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'Pluribus': 200}","{'Pluribus': 0, 'Hattori': 0}","{'Pluribus': 180, 'Hattori': 180}","{'Pluribus': 0, 'Hattori': 800}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Hattori': 225}","{'Pluribus': 150, 'Hattori': 150}","{'Pluribus': 0, 'Hattori': 0}","{'Pluribus': 2500, 'Hattori': 2500}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Pluribus': 450}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 612, 'Pluribus': 612}","{'MrOrange': 0, 'Pluribus': 687}",{},{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'Hattori': 200}","{'ORen': 400, 'Hattori': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'Pluribus': 200}","{'Pluribus': 1800, 'Hattori': 1800}","{'Pluribus': 3037, 'Hattori': 3037}","{'Pluribus': 0, 'Hattori': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'ORen': 225}","{'ORen': 0, 'MrBlue': 0}","{'ORen': 250, 'MrBlue': 250}","{'ORen': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'ORen': 0, 'Hattori': 0}","{'ORen': 200, 'Hattori': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Bill': 150}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 681, 'Pluribus': 681}","{'MrOrange': 378, 'Pluribus': 378}","{'MrOrange': 0, 'Pluribus': 2268}",{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrOrange': 300}","{'Bill': 200, 'MrOrange': 200}","{'Bill': 750, 'MrOrange': 750}","{'Bill': 2500, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 412, 'Bill': 412}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 687, 'Bill': 687}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Hattori': 225}","{'Hattori': 150, 'Bill': 150}","{'Hattori': 0, 'Bill': 0}","{'Hattori': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrOrange': 300}","{'Bill': 300, 'MrOrange': 300}","{'Bill': 1800, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'MrOrange': 250}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 450, 'Bill': 450}","{'MrOrange': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 150, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrOrange': 200}","{'MrOrange': 0, 'ORen': 0}","{'MrOrange': 400, 'ORen': 0}",{}
"[50, 100]","[10000, 10000]","{'ORen': 200, 'MrBlue': 200}","{'MrBlue': 0, 'ORen': 0}","{'MrBlue': 225, 'ORen': 225}","{'MrBlue': 0, 'ORen': 0}"
"[50, 100]","[10000, 10000]","{'ORen': 200, 'Bill': 200}","{'Bill': 0, 'ORen': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'MrOrange': 200}","{'MrOrange': 0, 'Hattori': 0}","{'MrOrange': 700, 'Hattori': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 232, 'Pluribus': 232}","{'Pluribus': 0, 'MrBlue': 257}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 0, 'Hattori': 0}","{'Hattori': 0, 'MrOrange': 0}","{'Hattori': 0, 'MrOrange': 0}","{'Hattori': 250, 'MrOrange': 250}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 250, 'Bill': 250}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 1500, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'ORen': 900, 'Bill': 900}","{'Bill': 0, 'ORen': 600}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrOrange': 1200}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'ORen': 825}",{},{},{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'MrOrange': 200}","{'MrOrange': 112, 'Hattori': 112}","{'MrOrange': 0, 'Hattori': 675}",{}
"[50, 100]","[10000, 10000]","{'Hattori': 200, 'ORen': 200}","{'ORen': 0, 'Hattori': 112}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Hattori': 250}","{'Hattori': 0, 'Pluribus': 550}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Bill': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Pluribus': 250}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 0, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 100, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'MrBlue': 1100}","{'MrBlue': 850, 'Pluribus': 850}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}"
